Time (EET),EndTime,Open,High,Low,Close,Volume,EMA_20,EMA_50,RSI_14,ATR_14,VWAP,Fib_0_0,Fib_100_0,Fib_23_6,Fib_38_2,Fib_50_0,Fib_61_8,CDL_DOJI,CDL_HAMMER,CDL_ENGULFING
2020-01-02 01:00:09.363,2020-01-02 01:00:09.587,1519.6679999999992,1519.6679999999992,1519.5679999999993,1519.5679999999993,0.0002,1519.8894509525244,,44.25562545486085,0.09999999999990905,1519.29452173913,1519.5679999999993,1520.6679999999983,1519.8275999999992,1519.9881999999989,1520.1179999999988,1520.2477999999987,0,0,0
2020-01-02 01:00:09.587,2020-01-02 01:00:09.587,1519.5679999999993,1519.5679999999993,1519.4679999999994,1519.4679999999994,0.0,1519.8493127665697,,41.09450935094222,0.09999999999990905,1519.29452173913,1519.4679999999994,1520.6679999999983,1519.7511999999992,1519.926399999999,1520.0679999999988,1520.2095999999988,0,0,0
2020-01-02 01:00:09.587,2020-01-02 01:00:09.690,1519.4679999999994,1519.4679999999994,1519.3679999999995,1519.3679999999995,0.0001,1519.8034734554678,,38.159187254446344,0.09999999999990905,1519.2960851063824,1519.3679999999995,1520.6679999999983,1519.674799999999,1519.864599999999,1520.017999999999,1520.1713999999988,0,0,0
2020-01-02 01:00:09.690,2020-01-02 01:00:09.741,1519.3679999999995,1519.3679999999995,1519.2679999999996,1519.2679999999996,0.0001,1519.7524759835185,,35.43353102198589,0.09999999999990905,1519.2954999999993,1519.2679999999996,1520.6679999999983,1519.5983999999992,1519.802799999999,1519.967999999999,1520.1331999999989,0,0,0
2020-01-02 01:00:09.741,2020-01-02 01:00:10.153,1519.2679999999996,1519.3679999999995,1519.2679999999996,1519.3679999999995,0.0001,1519.7158592231833,,40.04542166327262,0.09999999999990905,1519.296979591836,1519.2679999999996,1520.6679999999983,1519.5983999999992,1519.802799999999,1519.967999999999,1520.1331999999989,0,0,0
2020-01-02 01:00:10.153,2020-01-02 01:00:10.153,1519.3679999999995,1519.4679999999994,1519.3679999999995,1519.4679999999994,0.0,1519.69225358288,,44.32789154446743,0.09999999999990905,1519.296979591836,1519.2679999999996,1520.6679999999983,1519.5983999999992,1519.802799999999,1519.967999999999,1520.1331999999989,0,0,0
2020-01-02 01:00:10.153,2020-01-02 01:00:10.204,1519.4679999999994,1519.4679999999994,1519.3679999999995,1519.3679999999995,0.0001,1519.6613722892723,,41.161613577005475,0.09999999999990905,1519.298399999999,1519.2679999999996,1520.6679999999983,1519.5983999999992,1519.802799999999,1519.967999999999,1520.1331999999989,0,0,0
2020-01-02 01:00:10.204,2020-01-02 01:00:10.204,1519.3679999999995,1519.3679999999995,1519.2679999999996,1519.2679999999996,0.0,1519.6239082617226,,38.221498321505074,0.09999999999990905,1519.298399999999,1519.2679999999996,1520.6679999999983,1519.5983999999992,1519.802799999999,1519.967999999999,1520.1331999999989,0,0,0
2020-01-02 01:00:10.204,2020-01-02 01:00:10.507,1519.2679999999996,1519.2679999999996,1519.1679999999997,1519.1679999999997,0.0002,1519.5804884272727,,35.49139129854043,0.09999999999990905,1519.2933846153837,1519.1679999999997,1520.6679999999983,1519.5219999999993,1519.740999999999,1519.917999999999,1520.094999999999,0,0,0
2020-01-02 01:00:10.507,2020-01-02 01:00:10.615,1519.1679999999997,1519.1679999999997,1519.0679999999998,1519.0679999999998,0.0002,1519.5316800056278,,32.956291920073255,0.09999999999990905,1519.2850370370363,1519.0679999999998,1520.6679999999983,1519.4455999999993,1519.6791999999991,1519.867999999999,1520.056799999999,0,0,0
2020-01-02 01:00:10.615,2020-01-02 01:00:10.845,1519.0679999999998,1519.0679999999998,1518.9679999999998,1518.9679999999998,0.0001,1519.477996195568,,30.602271068639453,0.09999999999990905,1519.2792727272717,1518.9679999999998,1520.5679999999984,1519.3455999999994,1519.5791999999992,1519.7679999999991,1519.956799999999,0,0,0
2020-01-02 01:00:10.845,2020-01-02 01:00:11.355,1518.9679999999998,1519.0679999999998,1518.9679999999998,1519.0679999999998,0.0001,1519.4389489388473,,35.559251706593784,0.09999999999990905,1519.2754999999993,1518.9679999999998,1520.4679999999985,1519.3219999999994,1519.5409999999993,1519.7179999999992,1519.894999999999,0,0,0
2020-01-02 01:00:11.355,2020-01-02 01:00:11.355,1519.0679999999998,1519.1679999999997,1519.0679999999998,1519.1679999999997,0.0,1519.4131442780047,,40.16216229897994,0.09999999999990905,1519.2754999999993,1518.9679999999998,1520.3679999999986,1519.2983999999994,1519.5027999999993,1519.6679999999992,1519.8331999999991,0,0,0
2020-01-02 01:00:11.355,2020-01-02 01:00:11.355,1519.1679999999997,1519.2679999999996,1519.1679999999997,1519.2679999999996,0.0,1519.3993210134327,,44.436293563338516,0.09999999999990905,1519.2754999999993,1518.9679999999998,1520.2679999999987,1519.2747999999995,1519.4645999999993,1519.6179999999993,1519.7713999999992,0,0,0
2020-01-02 01:00:11.355,2020-01-02 01:00:11.355,1519.2679999999996,1519.3679999999995,1519.2679999999996,1519.3679999999995,0.0,1519.3963380597725,,48.405129737385764,0.09999999999990905,1519.2754999999993,1518.9679999999998,1520.1679999999988,1519.2511999999997,1519.4263999999994,1519.5679999999993,1519.7095999999992,0,0,0
2020-01-02 01:00:11.355,2020-01-02 01:00:12.525,1519.3679999999995,1519.4679999999994,1519.3679999999995,1519.4679999999994,0.0001,1519.4031630064608,,52.09047761328678,0.09999999999990905,1519.2788771929816,1518.9679999999998,1520.0679999999988,1519.2275999999997,1519.3881999999994,1519.5179999999993,1519.6477999999993,0,0,0
2020-01-02 01:00:12.525,2020-01-02 01:00:12.652,1519.4679999999994,1519.5679999999993,1519.4679999999994,1519.5679999999993,0.0001,1519.41886176775,,55.51258635519487,0.09999999999990905,1519.2838620689647,1518.9679999999998,1519.967999999999,1519.2039999999997,1519.3499999999995,1519.4679999999994,1519.5859999999993,0,0,0
2020-01-02 01:00:12.652,2020-01-02 01:00:13.435,1519.5679999999993,1519.6679999999992,1519.5679999999993,1519.6679999999992,0.0002,1519.4425892184404,,58.690258758395245,0.09999999999990905,1519.296666666666,1518.9679999999998,1519.867999999999,1519.1803999999997,1519.3117999999995,1519.4179999999994,1519.5241999999994,0,0,0
2020-01-02 01:00:13.435,2020-01-02 01:00:13.435,1519.6679999999992,1519.7679999999991,1519.6679999999992,1519.7679999999991,0.0,1519.473580721446,,61.64095456136701,0.09999999999990905,1519.296666666666,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:13.435,2020-01-02 01:00:15.455,1519.7679999999991,1519.7679999999991,1519.6679999999992,1519.6679999999992,0.0009000000000000002,1519.492096843213,,57.23802923555509,0.09999999999990905,1519.3451014492746,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:15.455,2020-01-02 01:00:15.872,1519.6679999999992,1519.6679999999992,1519.5679999999993,1519.5679999999993,0.0004,1519.4993257152878,1519.6739999999993,53.14959857587258,0.09999999999990905,1519.3573150684922,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:15.872,2020-01-02 01:00:16.854,1519.5679999999993,1519.5679999999993,1519.4679999999994,1519.4679999999994,0.0006000000000000001,1519.4963423138317,1519.6659215686268,49.35319867759597,0.09999999999990905,1519.3657215189862,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:16.854,2020-01-02 01:00:17.340,1519.4679999999994,1519.4679999999994,1519.3679999999995,1519.3679999999995,0.0002,1519.484119236324,1519.654238369857,45.827970200624826,0.09999999999990905,1519.3657777777764,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:17.340,2020-01-02 01:00:18.356,1519.3679999999995,1519.4679999999994,1519.3679999999995,1519.4679999999994,0.0008000000000000001,1519.4825840709598,1519.6469349043723,49.69740090058019,0.09999999999990905,1519.3749662921334,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:18.356,2020-01-02 01:00:20.075,1519.4679999999994,1519.5679999999993,1519.4679999999994,1519.5679999999993,0.0002,1519.4907189213445,1519.6438394179263,53.290443693395886,0.09999999999990905,1519.3792087912075,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:20.075,2020-01-02 01:00:21.084,1519.5679999999993,1519.5679999999993,1519.4679999999994,1519.4679999999994,0.00030000000000000003,1519.4885552145497,1519.6369437544781,49.483983429581905,0.09999999999990905,1519.38204255319,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:21.084,2020-01-02 01:00:21.235,1519.4679999999994,1519.5679999999993,1519.4679999999994,1519.5679999999993,0.0002,1519.4961213845925,1519.634240077832,53.0922703274689,0.09999999999990905,1519.3859166666653,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:21.235,2020-01-02 01:00:22.955,1519.5679999999993,1519.6679999999992,1519.5679999999993,1519.6679999999992,0.0002,1519.512490776536,1519.6355639963483,56.442822446935416,0.09999999999990905,1519.3916734693862,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:22.955,2020-01-02 01:00:25.240,1519.6679999999992,1519.6679999999992,1519.5679999999993,1519.5679999999993,0.0009000000000000002,1519.5177773692467,1519.632914427864,52.41119227215432,0.09999999999990905,1519.4065046728958,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:25.240,2020-01-02 01:00:26.271,1519.5679999999993,1519.5679999999993,1519.4679999999994,1519.4679999999994,0.0009000000000000002,1519.5130366674136,1519.626447195399,48.667535681286154,0.09999999999990905,1519.4112758620677,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:26.271,2020-01-02 01:00:27.006,1519.4679999999994,1519.5679999999993,1519.4679999999994,1519.5679999999993,0.0002,1519.518271270517,1519.6241551485205,52.33414027547999,0.09999999999990905,1519.4139322033886,1518.9679999999998,1519.7679999999991,1519.1567999999997,1519.2735999999995,1519.3679999999995,1519.4623999999994,0,0,0
2020-01-02 01:00:27.006,2020-01-02 01:00:28.497,1519.5679999999993,1519.6679999999992,1519.5679999999993,1519.6679999999992,0.0008000000000000001,1519.5325311495153,1519.6258745544608,55.73884454151713,0.09999999999990905,1519.4300634920623,1519.0679999999998,1519.7679999999991,1519.2331999999997,1519.3353999999995,1519.4179999999994,1519.5005999999994,0,0,0
2020-01-02 01:00:28.497,2020-01-02 01:00:29.104,1519.6679999999992,1519.7679999999991,1519.6679999999992,1519.7679999999991,0.0001,1519.5549567543233,1519.6314481013446,58.90035564569447,0.09999999999990905,1519.4327244094477,1519.1679999999997,1519.7679999999991,1519.3095999999996,1519.3971999999994,1519.4679999999994,1519.5387999999994,0,0,0
2020-01-02 01:00:29.104,2020-01-02 01:00:33.320,1519.7679999999991,1519.867999999999,1519.7679999999991,1519.867999999999,0.0005,1519.5847703967686,1519.6407246463898,61.83604452814486,0.09999999999990905,1519.449212121211,1519.2679999999996,1519.867999999999,1519.4095999999995,1519.4971999999993,1519.5679999999993,1519.6387999999993,0,0,0
2020-01-02 01:00:33.320,2020-01-02 01:00:35.925,1519.867999999999,1519.967999999999,1519.867999999999,1519.967999999999,0.0007700000000000001,1519.621268454219,1519.6535589739824,64.5620413475631,0.09999999999990905,1519.4778067287032,1519.3679999999995,1519.967999999999,1519.5095999999994,1519.5971999999992,1519.6679999999992,1519.7387999999992,0,0,0
2020-01-02 01:00:35.925,2020-01-02 01:00:36.815,1519.967999999999,1520.0679999999988,1519.967999999999,1520.0679999999988,0.00030000000000000003,1519.6638143157218,1519.669811563238,67.09332410845144,0.09999999999990905,1519.4902144358782,1519.3679999999995,1520.0679999999988,1519.5331999999994,1519.6353999999992,1519.7179999999992,1519.8005999999991,0,0,0
2020-01-02 01:00:36.815,2020-01-02 01:00:37.990,1520.0679999999988,1520.1679999999988,1520.0679999999988,1520.1679999999988,0.0006000000000000001,1519.7118319999386,1519.6893483646795,69.44380095784777,0.09999999999990905,1519.5175628782774,1519.3679999999995,1520.1679999999988,1519.5567999999994,1519.6735999999992,1519.7679999999991,1519.862399999999,0,0,0
2020-01-02 01:00:37.990,2020-01-02 01:00:38.705,1520.1679999999988,1520.2679999999987,1520.1679999999988,1520.2679999999987,0.00030000000000000003,1519.7648003808968,1519.7120405856724,71.62638660371579,0.09999999999990905,1519.5324034278171,1519.3679999999995,1520.2679999999987,1519.5803999999994,1519.7117999999991,1519.817999999999,1519.924199999999,0,0,0
2020-01-02 01:00:38.705,2020-01-02 01:00:41.795,1520.2679999999987,1520.2679999999987,1520.1679999999988,1520.1679999999988,0.0006000000000000001,1519.8032003446208,1519.7299213470185,66.5102161320218,0.09999999999990905,1519.556585922637,1519.3679999999995,1520.2679999999987,1519.5803999999994,1519.7117999999991,1519.817999999999,1519.924199999999,0,0,0
2020-01-02 01:00:41.795,2020-01-02 01:00:43.453,1520.1679999999988,1520.1679999999988,1520.0679999999988,1520.0679999999988,0.00030000000000000003,1519.8284193594186,1519.74317933341,61.75948640830595,0.09999999999990905,1519.5661331673916,1519.3679999999995,1520.2679999999987,1519.5803999999994,1519.7117999999991,1519.817999999999,1519.924199999999,0,0,0
2020-01-02 01:00:43.453,2020-01-02 01:00:49.324,1520.0679999999988,1520.1679999999988,1520.0679999999988,1520.1679999999988,0.0011000000000000003,1519.8607603728071,1519.7598389673938,64.49095166485553,0.09999999999990905,1519.6046919044836,1519.3679999999995,1520.2679999999987,1519.5803999999994,1519.7117999999991,1519.817999999999,1519.924199999999,0,0,0
2020-01-02 01:00:49.324,2020-01-02 01:00:51.405,1520.1679999999988,1520.1679999999988,1520.0679999999988,1520.0679999999988,0.0006000000000000001,1519.8804974801587,1519.7719237137703,59.88445511736585,0.09999999999990905,1519.620335396735,1519.3679999999995,1520.2679999999987,1519.5803999999994,1519.7117999999991,1519.817999999999,1519.924199999999,0,0,0
2020-01-02 01:00:51.405,2020-01-02 01:00:51.954,1520.0679999999988,1520.0679999999988,1519.967999999999,1519.967999999999,0.00047,1519.888831053477,1519.779612979897,55.606994037554,0.09999999999990905,1519.629293859648,1519.3679999999995,1520.2679999999987,1519.5803999999994,1519.7117999999991,1519.817999999999,1519.924199999999,0,0,0
2020-01-02 01:00:51.954,2020-01-02 01:00:52.005,1519.967999999999,1519.967999999999,1519.867999999999,1519.867999999999,0.0001,1519.886847143622,1519.783079137548,51.63506589201443,0.09999999999990905,1519.6305954198463,1519.4679999999994,1520.2679999999987,1519.6567999999993,1519.773599999999,1519.867999999999,1519.962399999999,0,0,0
2020-01-02 01:00:52.005,2020-01-02 01:00:52.005,1519.867999999999,1519.867999999999,1519.7679999999991,1519.7679999999991,0.0,1519.8755283680389,1519.7824877988205,47.94684689972769,0.09999999999990905,1519.6305954198463,1519.4679999999994,1520.2679999999987,1519.6567999999993,1519.773599999999,1519.867999999999,1519.962399999999,0,0,0
2020-01-02 01:00:52.005,2020-01-02 01:00:52.005,1519.7679999999991,1519.7679999999991,1519.6679999999992,1519.6679999999992,0.0,1519.8557637615588,1519.7779980812197,44.52207212117572,0.09999999999990905,1519.6305954198463,1519.4679999999994,1520.2679999999987,1519.6567999999993,1519.773599999999,1519.867999999999,1519.962399999999,0,0,0
2020-01-02 01:00:52.005,2020-01-02 01:00:52.005,1519.6679999999992,1519.6679999999992,1519.5679999999993,1519.5679999999993,0.0,1519.8283576890294,1519.7697628623484,41.3419241125203,0.09999999999990905,1519.6305954198463,1519.4679999999994,1520.2679999999987,1519.6567999999993,1519.773599999999,1519.867999999999,1519.962399999999,0,0,0
2020-01-02 01:00:52.005,2020-01-02 01:00:53.609,1519.5679999999993,1519.6679999999992,1519.5679999999993,1519.6679999999992,0.0004,1519.8130855281695,1519.765772161864,45.53178667591171,0.09999999999990905,1519.6313938100309,1519.4679999999994,1520.2679999999987,1519.6567999999993,1519.773599999999,1519.867999999999,1519.962399999999,0,0,0
2020-01-02 01:00:53.609,2020-01-02 01:00:55.761,1519.6679999999992,1519.7679999999991,1519.6679999999992,1519.7679999999991,0.0010000000000000002,1519.8087916683437,1519.7658595280654,49.42237334191802,0.09999999999990905,1519.638314083079,1519.4679999999994,1520.2679999999987,1519.6567999999993,1519.773599999999,1519.867999999999,1519.962399999999,0,0,0
2020-01-02 01:00:55.761,2020-01-02 01:00:58.804,1519.7679999999991,1519.867999999999,1519.7679999999991,1519.867999999999,0.00030000000000000003,1519.8144305570727,1519.7698650367688,53.03506096035244,0.09999999999990905,1519.6417524950086,1519.4679999999994,1520.2679999999987,1519.6567999999993,1519.773599999999,1519.867999999999,1519.962399999999,0,0,0
2020-01-02 01:00:58.804,2020-01-02 01:01:00.906,1519.867999999999,1519.867999999999,1519.7679999999991,1519.7679999999991,0.0005,1519.8100085992562,1519.7697918980718,49.246842320327275,0.09999999999990905,1519.6448257059383,1519.5679999999993,1520.2679999999987,1519.7331999999992,1519.835399999999,1519.917999999999,1520.000599999999,0,0,0
2020-01-02 01:01:00.906,2020-01-02 01:01:02.413,1519.7679999999991,1519.7679999999991,1519.6679999999992,1519.6679999999992,0.0002,1519.7964839707556,1519.7658000589317,45.72921072601818,0.09999999999990905,1519.6450491803266,1519.5679999999993,1520.2679999999987,1519.7331999999992,1519.835399999999,1519.917999999999,1520.000599999999,0,0,0
2020-01-02 01:01:02.413,2020-01-02 01:01:05.927,1519.6679999999992,1519.7679999999991,1519.6679999999992,1519.7679999999991,0.0010000000000000002,1519.7937712116359,1519.7658863311306,49.60569567415974,0.09999999999990905,1519.6507046918111,1519.5679999999993,1520.2679999999987,1519.7331999999992,1519.835399999999,1519.917999999999,1520.000599999999,0,0,0
2020-01-02 01:01:05.927,2020-01-02 01:01:15.607,1519.7679999999991,1519.867999999999,1519.7679999999991,1519.867999999999,0.0016000000000000005,1519.8008406200515,1519.7698907887332,53.20528884029119,0.09999999999990905,1519.6656006855173,1519.5679999999993,1520.2679999999987,1519.7331999999992,1519.835399999999,1519.917999999999,1520.000599999999,0,0,0
2020-01-02 01:01:15.607,2020-01-02 01:01:16.863,1519.867999999999,1519.967999999999,1519.867999999999,1519.967999999999,0.0004,1519.816760560999,1519.7776597774102,56.547768208841816,0.09999999999990905,1519.6706958719449,1519.5679999999993,1520.2679999999987,1519.7331999999992,1519.835399999999,1519.917999999999,1520.000599999999,0,0,0
2020-01-02 01:01:16.863,2020-01-02 01:01:21.009,1519.967999999999,1519.967999999999,1519.867999999999,1519.867999999999,0.0008000000000000001,1519.8216405075705,1519.7812025312373,52.508641908210265,0.09999999999990905,1519.6771279543589,1519.5679999999993,1520.2679999999987,1519.7331999999992,1519.835399999999,1519.917999999999,1520.000599999999,0,0,0
2020-01-02 01:01:21.009,2020-01-02 01:01:21.059,1519.867999999999,1519.867999999999,1519.7679999999991,1519.7679999999991,0.0001,1519.8165318878018,1519.7806847849142,48.75802462905238,0.09999999999990905,1519.6774967532456,1519.5679999999993,1520.2679999999987,1519.7331999999992,1519.835399999999,1519.917999999999,1520.000599999999,0,0,0
2020-01-02 01:01:21.059,2020-01-02 01:01:35.762,1519.7679999999991,1519.867999999999,1519.7679999999991,1519.867999999999,0.0008000000000000001,1519.821433612773,1519.7841089109959,52.418165726977215,0.09999999999990905,1519.6834874213823,1519.5679999999993,1520.2679999999987,1519.7331999999992,1519.835399999999,1519.917999999999,1520.000599999999,0,0,0
2020-01-02 01:01:35.762,2020-01-02 01:01:38.047,1519.867999999999,1519.967999999999,1519.867999999999,1519.967999999999,0.0006000000000000001,1519.8353923163183,1519.7913203262508,55.81686817505026,0.09999999999990905,1519.6900430107514,1519.5679999999993,1520.1679999999988,1519.7095999999992,1519.797199999999,1519.867999999999,1519.938799999999,0,0,0
