Time (EET),EndTime,Open,High,Low,Close,Volume,EMA_20,EMA_50,RSI_14,ATR_14,VWAP,Fib_0_0,Fib_100_0,Fib_23_6,Fib_38_2,Fib_50_0,Fib_61_8,CDL_DOJI,CDL_HAMMER,CDL_ENGULFING
2020-01-02 01:00:04.735,2020-01-02 01:00:04.836,1519.592,1519.692,1519.592,1519.692,0.00074,,,,,1519.6920000000002,,,,,,,0,0,0
2020-01-02 01:00:04.836,2020-01-02 01:00:05.238,1519.692,1519.792,1519.692,1519.792,0.00074,,,,,1519.742,,,,,,,0,0,0
2020-01-02 01:00:05.238,2020-01-02 01:00:05.238,1519.792,1519.8919999999998,1519.792,1519.8919999999998,0.0,,,,,1519.742,,,,,,,0,0,0
2020-01-02 01:00:05.238,2020-01-02 01:00:06.414,1519.8919999999998,1519.9919999999997,1519.8919999999998,1519.9919999999997,0.0011099999999999999,,,,,1519.8491428571426,,,,,,,0,0,0
2020-01-02 01:00:06.414,2020-01-02 01:00:06.414,1519.9919999999997,1520.0919999999996,1519.9919999999997,1520.0919999999996,0.0,,,,,1519.8491428571426,,,,,,,0,0,0
2020-01-02 01:00:06.414,2020-01-02 01:00:06.414,1520.0919999999996,1520.1919999999996,1520.0919999999996,1520.1919999999996,0.0,,,,,1519.8491428571426,,,,,,,0,0,0
2020-01-02 01:00:06.414,2020-01-02 01:00:07.065,1520.1919999999996,1520.2919999999995,1520.1919999999996,1520.2919999999995,0.00074,,,,,1519.9475555555555,,,,,,,0,0,0
2020-01-02 01:00:07.065,2020-01-02 01:00:07.065,1520.2919999999995,1520.3919999999994,1520.2919999999995,1520.3919999999994,0.0,,,,,1519.9475555555555,,,,,,,0,0,0
2020-01-02 01:00:07.065,2020-01-02 01:00:07.217,1520.3919999999994,1520.4919999999993,1520.3919999999994,1520.4919999999993,0.00037,,,,,1520.002,,,,,,,0,0,0
2020-01-02 01:00:07.217,2020-01-02 01:00:07.217,1520.4919999999993,1520.5919999999992,1520.4919999999993,1520.5919999999992,0.0,,,,,1520.002,,,,,,,0,0,0
2020-01-02 01:00:07.217,2020-01-02 01:00:07.217,1520.5919999999992,1520.691999999999,1520.5919999999992,1520.691999999999,0.0,,,,,1520.002,,,,,,,0,0,0
2020-01-02 01:00:07.217,2020-01-02 01:00:07.217,1520.691999999999,1520.791999999999,1520.691999999999,1520.791999999999,0.0,,,,,1520.002,,,,,,,0,0,0
2020-01-02 01:00:07.217,2020-01-02 01:00:08.183,1520.791999999999,1520.891999999999,1520.791999999999,1520.891999999999,0.0001,,,,,1520.0254210526314,,,,,,,0,0,0
2020-01-02 01:00:08.183,2020-01-02 01:00:08.183,1520.891999999999,1520.9919999999988,1520.891999999999,1520.9919999999988,0.0,,,,,1520.0254210526314,,,,,,,0,0,0
2020-01-02 01:00:08.183,2020-01-02 01:00:08.183,1520.9919999999988,1521.0919999999987,1520.9919999999988,1521.0919999999987,0.0,,,100.0,0.09999999999990905,1520.0254210526314,,,,,,,0,0,0
2020-01-02 01:00:08.183,2020-01-02 01:00:08.183,1521.0919999999987,1521.1919999999986,1521.0919999999987,1521.1919999999986,0.0,,,100.0,0.09999999999990905,1520.0254210526314,,,,,,,0,0,0
2020-01-02 01:00:08.183,2020-01-02 01:00:08.687,1521.1919999999986,1521.1919999999986,1521.0919999999987,1521.0919999999987,0.0002,,,92.85714285714285,0.09999999999990905,1520.07875,,,,,,,0,0,0
2020-01-02 01:00:08.687,2020-01-02 01:00:08.938,1521.0919999999987,1521.0919999999987,1520.9919999999988,1520.9919999999988,0.0001,,,86.22448979591837,0.09999999999990905,1520.101024390244,,,,,,,0,0,0
2020-01-02 01:00:08.938,2020-01-02 01:00:08.938,1520.9919999999988,1520.9919999999988,1520.891999999999,1520.891999999999,0.0,,,80.06559766763849,0.09999999999990905,1520.101024390244,,,,,,,0,0,0
2020-01-02 01:00:08.938,2020-01-02 01:00:08.938,1520.891999999999,1520.891999999999,1520.791999999999,1520.791999999999,0.0,1520.5419999999992,,74.34662640566432,0.09999999999990905,1520.101024390244,1519.592,1521.1919999999986,1519.9695999999997,1520.2031999999995,1520.3919999999994,1520.5807999999993,0,0,0
2020-01-02 01:00:08.938,2020-01-02 01:00:08.938,1520.791999999999,1520.791999999999,1520.691999999999,1520.691999999999,0.0,1520.556285714285,,69.03615309097401,0.09999999999990905,1520.101024390244,1519.692,1521.1919999999986,1520.0459999999996,1520.2649999999994,1520.4419999999993,1520.6189999999992,0,0,0
2020-01-02 01:00:08.938,2020-01-02 01:00:08.938,1520.691999999999,1520.691999999999,1520.5919999999992,1520.5919999999992,0.0,1520.559687074829,,64.10499929876158,0.09999999999990905,1520.101024390244,1519.792,1521.1919999999986,1520.1223999999995,1520.3267999999994,1520.4919999999993,1520.6571999999992,0,0,0
