Time (EET);Ask;Bid;AskVolume;BidVolume
2020.01.02 01:00:29.827000;1520.265;1519.775;0.0001;0.0001
2020.01.02 01:00:29.878000;1520.295;1519.795;0.0001;0.0001
2020.01.02 01:00:31.189000;1520.305;1519.815;0.0001;0.0001
2020.01.02 01:00:31.239000;1520.345;1519.845;0.0001;0.0001
2020.01.02 01:00:33.320000;1520.375;1519.885;0.0001;0.0001
2020.01.02 01:00:33.559000;1520.415;1519.925;0.0001;0.0001
2020.01.02 01:00:34.061000;1520.385;1519.895;0.0001;0.0001
2020.01.02 01:00:35.724000;1520.385;1519.908;0.0001;0.00037
2020.01.02 01:00:35.774000;1520.375;1519.895;0.0001;0.0001
2020.01.02 01:00:35.925000;1520.465;1519.975;0.0001;0.0001
2020.01.02 01:00:36.249000;1520.525;1520.015;0.0001;0.0001
2020.01.02 01:00:36.485000;1520.525;1520.025;0.0001;0.0001
2020.01.02 01:00:36.815000;1520.605;1520.115;0.0001;0.0001
2020.01.02 01:00:36.865000;1520.605;1520.085;0.0001;0.0001
2020.01.02 01:00:36.915000;1520.595;1520.095;0.0001;0.0001
2020.01.02 01:00:37.115000;1520.605;1520.115;0.0001;0.0001
2020.01.02 01:00:37.381000;1520.625;1520.125;0.0001;0.0001
2020.01.02 01:00:37.535000;1520.675;1520.165;0.0001;0.0001
2020.01.02 01:00:37.990000;1520.675;1520.185;0.0001;0.0001
2020.01.02 01:00:38.499000;1520.682;1520.185;0.00037;0.0001
2020.01.02 01:00:38.655000;1520.695;1520.185;0.0001;0.0001
2020.01.02 01:00:38.705000;1520.765;1520.275;0.0001;0.0001
2020.01.02 01:00:39.714000;1520.795;1520.285;0.0001;0.0001
2020.01.02 01:00:39.766000;1520.805;1520.315;0.0001;0.0001
2020.01.02 01:00:40.105000;1520.845;1520.355;0.0001;0.0001
2020.01.02 01:00:40.868000;1520.835;1520.345;0.0001;0.0001
2020.01.02 01:00:41.643000;1520.785;1520.285;0.0001;0.0001
2020.01.02 01:00:41.795000;1520.655;1520.165;0.0001;0.0001
2020.01.02 01:00:42.693000;1520.645;1520.145;0.0001;0.0001
2020.01.02 01:00:43.402000;1520.645;1520.115;0.0001;0.0001
2020.01.02 01:00:43.453000;1520.525;1520.035;0.0001;0.0001
2020.01.02 01:00:43.503000;1520.545;1520.045;0.0001;0.0001
2020.01.02 01:00:44.883000;1520.545;1520.035;0.0001;0.0001
2020.01.02 01:00:44.934000;1520.545;1520.055;0.0001;0.0001
2020.01.02 01:00:45.395000;1520.545;1520.045;0.0001;0.0001
2020.01.02 01:00:48.015000;1520.555;1520.045;0.0001;0.0001
2020.01.02 01:00:48.065000;1520.555;1520.065;0.0001;0.0001
2020.01.02 01:00:48.414000;1520.585;1520.085;0.0001;0.0001
2020.01.02 01:00:48.584000;1520.585;1520.105;0.0001;0.0001
2020.01.02 01:00:48.634000;1520.605;1520.105;0.0001;0.0001
2020.01.02 01:00:48.685000;1520.655;1520.155;0.0001;0.0001
2020.01.02 01:00:49.324000;1520.655;1520.175;0.0001;0.0001
2020.01.02 01:00:49.375000;1520.665;1520.175;0.0001;0.0001
2020.01.02 01:00:49.635000;1520.645;1520.155;0.0001;0.0001
2020.01.02 01:00:50.147000;1520.625;1520.115;0.0001;0.0001
2020.01.02 01:00:50.379000;1520.625;1520.135;0.0001;0.0001
2020.01.02 01:00:50.898000;1520.615;1520.115;0.0001;0.0001
2020.01.02 01:00:51.405000;1520.545;1520.055;0.0001;0.0001
2020.01.02 01:00:51.610000;1520.535;1520.035;0.0001;0.0001
2020.01.02 01:00:51.954000;1520.405;1519.918;0.0001;0.00037
2020.01.02 01:00:52.005000;1520.175;1519.515;0.0001;0.0001
2020.01.02 01:00:52.189000;1520.175;1519.575;0.0001;0.0001
2020.01.02 01:00:52.294000;1520.145;1519.525;0.0001;0.0001
2020.01.02 01:00:52.344000;1520.225;1519.665;0.0001;0.0001
2020.01.02 01:00:53.609000;1520.225;1519.695;0.0001;0.0001
2020.01.02 01:00:53.778000;1520.215;1519.695;0.0001;0.0001
2020.01.02 01:00:54.312000;1520.155;1519.575;0.0001;0.0001
2020.01.02 01:00:54.362000;1520.155;1519.625;0.0001;0.0001
2020.01.02 01:00:54.463000;1520.155;1519.655;0.0001;0.0001
2020.01.02 01:00:54.566000;1520.155;1519.625;0.0001;0.0001
2020.01.02 01:00:54.617000;1520.175;1519.675;0.0001;0.0001
2020.01.02 01:00:55.371000;1520.215;1519.695;0.0001;0.0001
2020.01.02 01:00:55.424000;1520.215;1519.725;0.0001;0.0001
2020.01.02 01:00:55.524000;1520.225;1519.725;0.0001;0.0001
2020.01.02 01:00:55.761000;1520.275;1519.775;0.0001;0.0001
2020.01.02 01:00:56.215000;1520.295;1519.795;0.0001;0.0001
2020.01.02 01:00:57.865000;1520.345;1519.845;0.0001;0.0001
2020.01.02 01:00:58.804000;1520.365;1519.875;0.0001;0.0001
2020.01.02 01:00:59.010000;1520.385;1519.895;0.0001;0.0001
2020.01.02 01:01:00.106000;1520.385;1519.875;0.0001;0.0001
2020.01.02 01:01:00.156000;1520.365;1519.875;0.0001;0.0001
2020.01.02 01:01:00.855000;1520.362;1519.875;0.00037;0.0001
2020.01.02 01:01:00.906000;1520.195;1519.705;0.0001;0.0001
2020.01.02 01:01:01.097000;1520.185;1519.675;0.0001;0.0001
2020.01.02 01:01:02.413000;1520.185;1519.625;0.0001;0.0001
2020.01.02 01:01:02.463000;1520.085;1519.595;0.0001;0.0001
2020.01.02 01:01:02.604000;1520.225;1519.715;0.0001;0.0001
2020.01.02 01:01:02.655000;1520.165;1519.675;0.0001;0.0001
2020.01.02 01:01:03.261000;1520.165;1519.635;0.0001;0.0001
2020.01.02 01:01:03.311000;1520.135;1519.625;0.0001;0.0001
2020.01.02 01:01:03.412000;1520.115;1519.625;0.0001;0.0001
2020.01.02 01:01:04.158000;1520.115;1519.655;0.0001;0.0001
2020.01.02 01:01:04.208000;1520.245;1519.745;0.0001;0.0001
2020.01.02 01:01:05.876000;1520.245;1519.765;0.0001;0.0001
2020.01.02 01:01:05.927000;1520.395;1519.865;0.0001;0.0001
2020.01.02 01:01:05.978000;1520.195;1519.705;0.0001;0.0001
2020.01.02 01:01:06.030000;1520.195;1519.695;0.0001;0.0001
2020.01.02 01:01:06.080000;1520.185;1519.695;0.0001;0.0001
2020.01.02 01:01:07.975000;1520.285;1519.785;0.0001;0.0001
2020.01.02 01:01:09.156000;1520.275;1519.795;0.0001;0.0001
2020.01.02 01:01:10.490000;1520.275;1519.775;0.0001;0.0001
2020.01.02 01:01:10.551000;1520.265;1519.775;0.0001;0.0001
2020.01.02 01:01:11.975000;1520.335;1519.835;0.0001;0.0001
2020.01.02 01:01:12.202000;1520.335;1519.725;0.0001;0.0001
2020.01.02 01:01:12.252000;1520.195;1519.705;0.0001;0.0001
2020.01.02 01:01:13.119000;1520.185;1519.695;0.0001;0.0001
2020.01.02 01:01:13.775000;1520.315;1519.815;0.0001;0.0001
2020.01.02 01:01:13.825000;1520.325;1519.835;0.0001;0.0001
2020.01.02 01:01:14.217000;1520.305;1519.815;0.0001;0.0001
2020.01.02 01:01:14.620000;1520.315;1519.825;0.0001;0.0001
2020.01.02 01:01:15.607000;1520.405;1519.915;0.0001;0.0001
2020.01.02 01:01:16.597000;1520.415;1519.925;0.0001;0.0001
2020.01.02 01:01:16.761000;1520.415;1519.945;0.0001;0.0001
2020.01.02 01:01:16.812000;1520.445;1519.945;0.0001;0.0001
2020.01.02 01:01:16.863000;1520.475;1519.985;0.0001;0.0001
2020.01.02 01:01:17.013000;1520.475;1520.005;0.0001;0.0001
2020.01.02 01:01:17.063000;1520.495;1519.985;0.0001;0.0001
2020.01.02 01:01:18.095000;1520.465;1519.955;0.0001;0.0001
2020.01.02 01:01:18.200000;1520.485;1519.985;0.0001;0.0001
2020.01.02 01:01:18.957000;1520.485;1519.995;0.0001;0.0001
2020.01.02 01:01:20.557000;1520.395;1519.905;0.0001;0.0001
2020.01.02 01:01:20.931000;1520.395;1519.895;0.0001;0.0001
2020.01.02 01:01:21.009000;1520.395;1519.855;0.0001;0.0001
2020.01.02 01:01:21.059000;1520.225;1519.735;0.0001;0.0001
2020.01.02 01:01:22.447000;1520.225;1519.755;0.0001;0.0001
2020.01.02 01:01:22.497000;1520.285;1519.785;0.0001;0.0001
2020.01.02 01:01:31.119000;1520.295;1519.805;0.0001;0.0001
2020.01.02 01:01:33.315000;1520.285;1519.795;0.0001;0.0001
2020.01.02 01:01:33.466000;1520.285;1519.775;0.0001;0.0001
2020.01.02 01:01:33.785000;1520.285;1519.795;0.0001;0.0001
2020.01.02 01:01:34.492000;1520.355;1519.865;0.0001;0.0001
2020.01.02 01:01:35.762000;1520.415;1519.905;0.0001;0.0001
2020.01.02 01:01:35.954000;1520.405;1519.905;0.0001;0.0001
2020.01.02 01:01:36.092000;1520.405;1519.915;0.0001;0.0001
2020.01.02 01:01:37.895000;1520.435;1519.935;0.0001;0.0001
2020.01.02 01:01:37.946000;1520.435;1519.945;0.0001;0.0001
2020.01.02 01:01:37.996000;1520.455;1519.945;0.0001;0.0001
2020.01.02 01:01:38.047000;1520.485;1519.985;0.0001;0.0001
2020.01.02 01:01:38.353000;1520.495;1519.995;0.0001;0.0001
2020.01.02 01:01:44.936000;1520.545;1520.035;0.0001;0.0001
2020.01.02 01:01:44.986000;1520.545;1520.045;0.0001;0.0001
2020.01.02 01:01:46.221000;1520.545;1520.035;0.0001;0.0001
2020.01.02 01:01:46.272000;1520.525;1520.035;0.0001;0.0001
2020.01.02 01:01:46.763000;1520.525;1520.025;0.0001;0.0001
2020.01.02 01:01:46.814000;1520.515;1520.025;0.0001;0.0001
2020.01.02 01:01:47.565000;1520.535;1520.035;0.0001;0.0001
2020.01.02 01:01:47.616000;1520.535;1520.045;0.0001;0.0001
2020.01.02 01:01:47.733000;1520.545;1520.055;0.0001;0.0001
2020.01.02 01:01:49.634000;1520.595;1520.085;0.0001;0.0001
2020.01.02 01:01:49.685000;1520.615;1520.125;0.0001;0.0001
2020.01.02 01:01:49.817000;1520.595;1520.105;0.0001;0.0001
2020.01.02 01:01:49.955000;1520.615;1520.125;0.0001;0.0001
2020.01.02 01:01:50.061000;1520.675;1520.175;0.0001;0.0001
2020.01.02 01:01:50.946000;1520.615;1520.115;0.0001;0.0001
2020.01.02 01:01:51.340000;1520.625;1520.135;0.0001;0.0001
2020.01.02 01:01:53.076000;1520.665;1520.175;0.0001;0.0001
2020.01.02 01:01:53.865000;1520.705;1520.205;0.0001;0.0001
2020.01.02 01:01:54.046000;1520.775;1520.275;0.0001;0.0001
2020.01.02 01:01:54.196000;1520.785;1520.285;0.0001;0.0001
2020.01.02 01:01:55.662000;1520.815;1520.315;0.0001;0.0001
2020.01.02 01:01:56.634000;1520.825;1520.335;0.0001;0.0001
2020.01.02 01:01:57.229000;1520.825;1520.315;0.0001;0.0001
2020.01.02 01:01:57.280000;1520.815;1520.315;0.0001;0.0001
2020.01.02 01:01:57.947000;1520.815;1520.335;0.0001;0.0001
2020.01.02 01:01:57.998000;1520.825;1520.335;0.0001;0.0001
2020.01.02 01:01:59.302000;1520.825;1520.315;0.0001;0.0001
2020.01.02 01:01:59.352000;1520.805;1520.315;0.0001;0.0001
2020.01.02 01:02:00.695000;1520.785;1520.285;0.0001;0.0001
2020.01.02 01:02:00.796000;1520.795;1520.305;0.0001;0.0001
2020.01.02 01:02:00.896000;1520.695;1520.195;0.0001;0.0001
2020.01.02 01:02:01.975000;1520.695;1520.185;0.0001;0.0001
2020.01.02 01:02:02.026000;1520.685;1520.185;0.0001;0.0001
2020.01.02 01:02:02.234000;1520.685;1520.155;0.0001;0.0001
2020.01.02 01:02:02.284000;1520.625;1520.125;0.0001;0.0001
2020.01.02 01:02:03.296000;1520.655;1520.155;0.0001;0.0001
2020.01.02 01:02:03.447000;1520.635;1520.145;0.0001;0.0001
2020.01.02 01:02:03.580000;1520.715;1520.215;0.0001;0.0001
2020.01.02 01:02:04.222000;1520.715;1520.225;0.0001;0.0001
2020.01.02 01:02:07.779000;1520.735;1520.225;0.0001;0.0001
2020.01.02 01:02:07.829000;1520.725;1520.225;0.0001;0.0001
2020.01.02 01:02:08.245000;1520.722;1520.225;0.00037;0.0001
2020.01.02 01:02:08.295000;1520.605;1520.105;0.0001;0.0001
2020.01.02 01:02:09.100000;1520.615;1520.125;0.0001;0.0001
2020.01.02 01:02:09.604000;1520.692;1520.075;0.00037;0.0001
2020.01.02 01:02:09.654000;1520.745;1520.245;0.0001;0.0001
2020.01.02 01:02:10.330000;1520.725;1520.235;0.0001;0.0001
2020.01.02 01:02:10.801000;1520.715;1520.225;0.0001;0.0001
2020.01.02 01:02:11.005000;1520.715;1520.215;0.0001;0.0001
2020.01.02 01:02:11.055000;1520.705;1520.215;0.0001;0.0001
2020.01.02 01:02:12.351000;1520.705;1520.195;0.0001;0.0001
2020.01.02 01:02:12.401000;1520.695;1520.185;0.0001;0.0001
2020.01.02 01:02:12.693000;1520.685;1520.185;0.0001;0.0001
2020.01.02 01:02:17.301000;1520.685;1520.135;0.0001;0.0001
2020.01.02 01:02:17.351000;1520.605;1520.115;0.0001;0.0001
2020.01.02 01:02:18.749000;1520.635;1520.135;0.0001;0.0001
2020.01.02 01:02:18.854000;1520.655;1520.165;0.0001;0.0001
2020.01.02 01:02:19.806000;1520.645;1520.135;0.0001;0.0001
2020.01.02 01:02:20.552000;1520.625;1520.135;0.0001;0.0001
2020.01.02 01:02:21.021000;1520.615;1520.115;0.0001;0.0001
2020.01.02 01:02:24.143000;1520.675;1520.175;0.0001;0.0001
2020.01.02 01:02:24.194000;1520.685;1520.175;0.0001;0.0001
2020.01.02 01:02:24.244000;1520.685;1520.195;0.0001;0.0001
2020.01.02 01:02:25.094000;1520.635;1520.145;0.0001;0.0001
2020.01.02 01:02:25.144000;1520.635;1520.135;0.0001;0.0001
2020.01.02 01:02:25.526000;1520.625;1520.135;0.0001;0.0001
2020.01.02 01:02:26.288000;1520.605;1520.105;0.0001;0.0001
2020.01.02 01:02:28.385000;1520.585;1520.095;0.0001;0.0001
2020.01.02 01:02:29.825000;1520.595;1520.095;0.0001;0.0001
2020.01.02 01:02:30.404000;1520.595;1520.105;0.0001;0.0001
2020.01.02 01:02:30.505000;1520.605;1520.105;0.0001;0.0001
2020.01.02 01:02:30.932000;1520.625;1520.125;0.0001;0.0001
2020.01.02 01:02:32.993000;1520.672;1520.195;0.00037;0.0001
2020.01.02 01:02:33.044000;1520.705;1520.195;0.0001;0.0001
2020.01.02 01:02:33.154000;1520.705;1520.205;0.0001;0.0001
2020.01.02 01:02:34.574000;1520.665;1520.165;0.0001;0.0001
2020.01.02 01:02:34.819000;1520.625;1520.135;0.0001;0.0001
2020.01.02 01:02:35.923000;1520.605;1520.115;0.0001;0.0001
2020.01.02 01:02:38.929000;1520.595;1520.085;0.0001;0.0001
2020.01.02 01:02:39.161000;1520.585;1520.085;0.0001;0.0001
2020.01.02 01:02:41.213000;1520.525;1520.035;0.0001;0.0001
2020.01.02 01:02:42.382000;1520.575;1520.085;0.0001;0.0001
2020.01.02 01:02:42.433000;1520.595;1520.085;0.0001;0.0001
2020.01.02 01:02:42.821000;1520.595;1520.095;0.0001;0.0001
2020.01.02 01:02:46.988000;1520.595;1520.115;0.0001;0.0001
2020.01.02 01:02:47.038000;1520.615;1520.115;0.0001;0.0001
2020.01.02 01:02:51.937000;1520.595;1520.105;0.0001;0.0001
2020.01.02 01:02:53.618000;1520.615;1520.125;0.0001;0.0001
2020.01.02 01:02:56.134000;1520.672;1520.195;0.00037;0.0001
2020.01.02 01:02:56.185000;1520.715;1520.215;0.0001;0.0001
2020.01.02 01:02:58.174000;1520.715;1520.205;0.0001;0.0001
2020.01.02 01:02:58.224000;1520.695;1520.205;0.0001;0.0001
2020.01.02 01:03:04.813000;1520.675;1520.185;0.0001;0.0001
2020.01.02 01:03:04.864000;1520.675;1520.165;0.0001;0.0001
2020.01.02 01:03:05.289000;1520.655;1520.165;0.0001;0.0001
2020.01.02 01:03:05.494000;1520.685;1520.185;0.0001;0.0001
2020.01.02 01:03:05.725000;1520.665;1520.175;0.0001;0.0001
2020.01.02 01:03:06.087000;1520.635;1520.135;0.0001;0.0001
2020.01.02 01:03:06.138000;1520.635;1520.125;0.0001;0.0001
2020.01.02 01:03:06.188000;1520.615;1520.125;0.0001;0.0001
2020.01.02 01:03:11.364000;1520.625;1520.135;0.0001;0.0001
2020.01.02 01:03:13.008000;1520.625;1520.145;0.0001;0.0001
2020.01.02 01:03:13.058000;1520.645;1520.145;0.0001;0.0001
2020.01.02 01:03:13.870000;1520.695;1520.205;0.0001;0.0001
2020.01.02 01:03:18.345000;1520.685;1520.185;0.0001;0.0001
2020.01.02 01:03:21.796000;1520.675;1520.175;0.0001;0.0001
2020.01.02 01:03:22.076000;1520.685;1520.185;0.0001;0.0001
2020.01.02 01:03:22.842000;1520.655;1520.165;0.0001;0.0001
2020.01.02 01:03:24.490000;1520.645;1520.155;0.0001;0.0001
2020.01.02 01:03:26.416000;1520.625;1520.125;0.0001;0.0001
2020.01.02 01:03:26.634000;1520.605;1520.125;0.0001;0.0001
2020.01.02 01:03:26.869000;1520.605;1520.105;0.0001;0.0001
2020.01.02 01:03:27.505000;1520.565;1520.075;0.0001;0.0001
2020.01.02 01:03:27.556000;1520.565;1520.045;0.0001;0.0001
2020.01.02 01:03:27.833000;1520.565;1520.065;0.0001;0.0001
2020.01.02 01:03:33.915000;1520.535;1520.035;0.0001;0.0001
2020.01.02 01:03:34.112000;1520.545;1520.055;0.0001;0.0001
2020.01.02 01:03:34.213000;1520.535;1520.035;0.0001;0.0001
2020.01.02 01:03:34.687000;1520.515;1520.025;0.0001;0.0001
2020.01.02 01:03:46.114000;1520.545;1520.055;0.0001;0.0001
2020.01.02 01:03:46.424000;1520.545;1520.065;0.0001;0.0001
2020.01.02 01:03:46.474000;1520.555;1520.065;0.0001;0.0001
2020.01.02 01:03:49.805000;1520.535;1520.045;0.0001;0.0001
2020.01.02 01:03:50.010000;1520.525;1520.025;0.0001;0.0001
2020.01.02 01:03:50.872000;1520.555;1520.045;0.0001;0.0001
2020.01.02 01:03:50.922000;1520.535;1520.025;0.0001;0.0001
2020.01.02 01:03:51.210000;1520.515;1520.025;0.0001;0.0001
2020.01.02 01:03:52.884000;1520.515;1520.015;0.0001;0.0001
2020.01.02 01:03:55.604000;1520.592;1520.245;0.00037;0.0001
2020.01.02 01:03:55.654000;1520.735;1520.245;0.0001;0.0001
2020.01.02 01:03:55.871000;1520.765;1520.275;0.0001;0.0001
2020.01.02 01:04:00.667000;1520.825;1520.325;0.0001;0.0001
2020.01.02 01:04:01.107000;1520.835;1520.335;0.0001;0.0001
2020.01.02 01:04:01.384000;1520.835;1520.345;0.0001;0.0001
2020.01.02 01:04:11.061000;1520.825;1520.335;0.0001;0.0001
2020.01.02 01:04:15.735000;1520.825;1520.355;0.0001;0.0001
2020.01.02 01:04:15.785000;1520.835;1520.335;0.0001;0.0001
2020.01.02 01:04:16.115000;1520.895;1520.385;0.0001;0.0001
2020.01.02 01:04:18.942000;1520.835;1520.345;0.0001;0.0001
2020.01.02 01:04:18.992000;1520.835;1520.335;0.0001;0.0001
2020.01.02 01:04:19.182000;1520.815;1520.335;0.0001;0.0001
2020.01.02 01:04:21.314000;1520.805;1520.325;0.0001;0.0001
2020.01.02 01:04:21.808000;1520.805;1520.315;0.0001;0.0001
2020.01.02 01:04:24.132000;1520.845;1520.355;0.0001;0.0001
2020.01.02 01:04:24.182000;1520.925;1520.415;0.0001;0.0001
2020.01.02 01:04:24.246000;1520.925;1520.435;0.0001;0.0001
2020.01.02 01:04:25.535000;1520.905;1520.415;0.0001;0.0001
2020.01.02 01:04:26.576000;1520.895;1520.405;0.0001;0.0001
2020.01.02 01:04:26.855000;1520.985;1520.485;0.0001;0.0001
2020.01.02 01:04:26.905000;1520.985;1520.495;0.0001;0.0001
2020.01.02 01:04:27.024000;1521.075;1520.585;0.0001;0.0001
2020.01.02 01:04:28.544000;1521.095;1520.595;0.0001;0.0001
2020.01.02 01:04:29.860000;1521.075;1520.585;0.0001;0.0001
2020.01.02 01:04:30.905000;1520.962;1520.585;0.00037;0.0001
2020.01.02 01:04:30.955000;1520.775;1520.275;0.0001;0.0001
2020.01.02 01:04:32.590000;1520.785;1520.295;0.0001;0.0001
2020.01.02 01:04:33.456000;1520.705;1520.215;0.0001;0.0001
2020.01.02 01:04:34.934000;1520.705;1520.195;0.0001;0.0001
