Time (EET);EndTime;Open;High;Low;Close;Volume;WickPrice;OppositeWickPrice 
2020.01.02 01:00:04.488;2020.01.02 01:00:04.489;1518,35;1518,36;1518,35;1518,36;0;;
2020.01.02 01:00:04.490;2020.01.02 01:00:04.491;1518,36;1518,37;1518,36;1518,37;0;;
2020.01.02 01:00:04.492;2020.01.02 01:00:04.493;1518,37;1518,38;1518,37;1518,38;0;;
2020.01.02 01:00:04.494;2020.01.02 01:00:04.495;1518,38;1518,39;1518,38;1518,39;0;;
2020.01.02 01:00:04.496;2020.01.02 01:00:04.497;1518,39;1518,4;1518,39;1518,4;0;;
2020.01.02 01:00:04.498;2020.01.02 01:00:04.499;1518,4;1518,41;1518,4;1518,41;0;;
2020.01.02 01:00:04.500;2020.01.02 01:00:04.501;1518,41;1518,42;1518,41;1518,42;0;;
2020.01.02 01:00:04.502;2020.01.02 01:00:04.503;1518,42;1518,43;1518,42;1518,43;0;;
2020.01.02 01:00:04.504;2020.01.02 01:00:04.505;1518,43;1518,44;1518,43;1518,44;0;;
2020.01.02 01:00:04.506;2020.01.02 01:00:04.507;1518,44;1518,45;1518,44;1518,45;0;;
2020.01.02 01:00:04.508;2020.01.02 01:00:04.509;1518,45;1518,46;1518,45;1518,46;0;;
2020.01.02 01:00:04.510;2020.01.02 01:00:04.511;1518,46;1518,47;1518,46;1518,47;0;;
2020.01.02 01:00:04.512;2020.01.02 01:00:04.513;1518,47;1518,48;1518,47;1518,48;0;;
2020.01.02 01:00:04.514;2020.01.02 01:00:04.515;1518,48;1518,49;1518,48;1518,49;0;;
2020.01.02 01:00:04.516;2020.01.02 01:00:04.517;1518,49;1518,5;1518,49;1518,5;0;;
2020.01.02 01:00:04.518;2020.01.02 01:00:04.519;1518,5;1518,51;1518,5;1518,51;0;;
2020.01.02 01:00:04.520;2020.01.02 01:00:04.521;1518,51;1518,52;1518,51;1518,52;0;;
2020.01.02 01:00:04.522;2020.01.02 01:00:04.523;1518,52;1518,53;1518,52;1518,53;0;;
2020.01.02 01:00:04.524;2020.01.02 01:00:04.525;1518,53;1518,54;1518,53;1518,54;0;;
2020.01.02 01:00:04.526;2020.01.02 01:00:04.527;1518,54;1518,55;1518,54;1518,55;0;;
2020.01.02 01:00:04.528;2020.01.02 01:00:04.529;1518,55;1518,56;1518,55;1518,56;0;;
2020.01.02 01:00:04.530;2020.01.02 01:00:04.531;1518,56;1518,57;1518,56;1518,57;0;;
2020.01.02 01:00:04.532;2020.01.02 01:00:04.533;1518,57;1518,58;1518,57;1518,58;0;;
2020.01.02 01:00:04.534;2020.01.02 01:00:04.535;1518,58;1518,59;1518,58;1518,59;0;;
2020.01.02 01:00:04.536;2020.01.02 01:00:04.537;1518,59;1518,6;1518,59;1518,6;0;;
2020.01.02 01:00:04.538;2020.01.02 01:00:04.539;1518,6;1518,61;1518,6;1518,61;0;;
2020.01.02 01:00:04.540;2020.01.02 01:00:04.541;1518,61;1518,62;1518,61;1518,62;0;;
2020.01.02 01:00:04.542;2020.01.02 01:00:04.543;1518,62;1518,63;1518,62;1518,63;0;;
2020.01.02 01:00:04.544;2020.01.02 01:00:04.545;1518,63;1518,64;1518,63;1518,64;0;;
2020.01.02 01:00:04.546;2020.01.02 01:00:04.547;1518,64;1518,65;1518,64;1518,65;0;;
2020.01.02 01:00:04.548;2020.01.02 01:00:04.549;1518,65;1518,66;1518,65;1518,66;0;;
2020.01.02 01:00:04.550;2020.01.02 01:00:04.551;1518,66;1518,67;1518,66;1518,67;0;;
2020.01.02 01:00:04.552;2020.01.02 01:00:04.553;1518,67;1518,68;1518,67;1518,68;0;;
2020.01.02 01:00:04.554;2020.01.02 01:00:04.555;1518,68;1518,69;1518,68;1518,69;0;;
2020.01.02 01:00:04.556;2020.01.02 01:00:04.557;1518,69;1518,7;1518,69;1518,7;0;;
2020.01.02 01:00:04.558;2020.01.02 01:00:04.559;1518,7;1518,71;1518,7;1518,71;0;;
2020.01.02 01:00:04.560;2020.01.02 01:00:04.561;1518,71;1518,72;1518,71;1518,72;0;;
2020.01.02 01:00:04.562;2020.01.02 01:00:04.563;1518,72;1518,73;1518,72;1518,73;0;;
2020.01.02 01:00:04.564;2020.01.02 01:00:04.565;1518,73;1518,74;1518,73;1518,74;0;;
2020.01.02 01:00:04.566;2020.01.02 01:00:04.567;1518,74;1518,75;1518,74;1518,75;0;;
2020.01.02 01:00:04.568;2020.01.02 01:00:04.569;1518,75;1518,76;1518,75;1518,76;0;;
2020.01.02 01:00:04.570;2020.01.02 01:00:04.571;1518,76;1518,77;1518,76;1518,77;0;;
2020.01.02 01:00:04.572;2020.01.02 01:00:04.573;1518,77;1518,78;1518,77;1518,78;0;;
2020.01.02 01:00:04.574;2020.01.02 01:00:04.575;1518,78;1518,79;1518,78;1518,79;0;;
2020.01.02 01:00:04.576;2020.01.02 01:00:04.577;1518,79;1518,8;1518,79;1518,8;0;;
2020.01.02 01:00:04.578;2020.01.02 01:00:04.579;1518,8;1518,81;1518,8;1518,81;0;;
2020.01.02 01:00:04.580;2020.01.02 01:00:04.581;1518,81;1518,82;1518,81;1518,82;0;;
2020.01.02 01:00:04.582;2020.01.02 01:00:04.583;1518,82;1518,83;1518,82;1518,83;0;;
2020.01.02 01:00:04.584;2020.01.02 01:00:04.585;1518,83;1518,84;1518,83;1518,84;0;;
2020.01.02 01:00:04.586;2020.01.02 01:00:04.587;1518,84;1518,85;1518,84;1518,85;0;;
2020.01.02 01:00:04.588;2020.01.02 01:00:04.589;1518,85;1518,86;1518,85;1518,86;0;;
2020.01.02 01:00:04.590;2020.01.02 01:00:04.591;1518,86;1518,87;1518,86;1518,87;0;;
2020.01.02 01:00:04.592;2020.01.02 01:00:04.593;1518,87;1518,88;1518,87;1518,88;0;;
2020.01.02 01:00:04.594;2020.01.02 01:00:04.595;1518,88;1518,89;1518,88;1518,89;0;;
2020.01.02 01:00:04.596;2020.01.02 01:00:04.597;1518,89;1518,9;1518,89;1518,9;0;;
2020.01.02 01:00:04.598;2020.01.02 01:00:04.599;1518,9;1518,91;1518,9;1518,91;0;;
2020.01.02 01:00:04.600;2020.01.02 01:00:04.601;1518,91;1518,92;1518,91;1518,92;0;;
2020.01.02 01:00:04.602;2020.01.02 01:00:04.603;1518,92;1518,93;1518,92;1518,93;0;;
2020.01.02 01:00:04.604;2020.01.02 01:00:04.605;1518,93;1518,94;1518,93;1518,94;0;;
2020.01.02 01:00:04.606;2020.01.02 01:00:04.607;1518,94;1518,95;1518,94;1518,95;0;;
2020.01.02 01:00:04.608;2020.01.02 01:00:04.609;1518,95;1518,96;1518,95;1518,96;0;;
2020.01.02 01:00:04.610;2020.01.02 01:00:04.611;1518,96;1518,97;1518,96;1518,97;0;;
2020.01.02 01:00:04.612;2020.01.02 01:00:04.613;1518,97;1518,98;1518,97;1518,98;0;;
2020.01.02 01:00:04.614;2020.01.02 01:00:04.615;1518,98;1518,99;1518,98;1518,99;0;;
2020.01.02 01:00:04.616;2020.01.02 01:00:04.617;1518,99;1519;1518,99;1519;0;;
2020.01.02 01:00:04.618;2020.01.02 01:00:04.619;1519;1519,01;1519;1519,01;0;;
2020.01.02 01:00:04.620;2020.01.02 01:00:04.621;1519,01;1519,02;1519,01;1519,02;0;;
2020.01.02 01:00:04.622;2020.01.02 01:00:04.623;1519,02;1519,03;1519,02;1519,03;0;;
2020.01.02 01:00:04.624;2020.01.02 01:00:04.625;1519,03;1519,04;1519,03;1519,04;0;;
2020.01.02 01:00:04.626;2020.01.02 01:00:04.627;1519,04;1519,05;1519,04;1519,05;0;;
2020.01.02 01:00:04.628;2020.01.02 01:00:04.629;1519,05;1519,06;1519,05;1519,06;0;;
2020.01.02 01:00:04.630;2020.01.02 01:00:04.631;1519,06;1519,07;1519,06;1519,07;0;;
2020.01.02 01:00:04.632;2020.01.02 01:00:04.633;1519,07;1519,08;1519,07;1519,08;0;;
2020.01.02 01:00:04.634;2020.01.02 01:00:04.635;1519,08;1519,09;1519,08;1519,09;0;;
2020.01.02 01:00:04.636;2020.01.02 01:00:04.637;1519,09;1519,1;1519,09;1519,1;0;;
2020.01.02 01:00:04.638;2020.01.02 01:00:04.639;1519,1;1519,11;1519,1;1519,11;0;;
2020.01.02 01:00:04.640;2020.01.02 01:00:04.641;1519,11;1519,12;1519,11;1519,12;0;;
2020.01.02 01:00:04.642;2020.01.02 01:00:04.643;1519,12;1519,13;1519,12;1519,13;0;;
2020.01.02 01:00:04.644;2020.01.02 01:00:04.645;1519,13;1519,14;1519,13;1519,14;0;;
2020.01.02 01:00:04.646;2020.01.02 01:00:04.647;1519,14;1519,15;1519,14;1519,15;0;;
2020.01.02 01:00:04.648;2020.01.02 01:00:04.649;1519,15;1519,16;1519,15;1519,16;0;;
2020.01.02 01:00:04.650;2020.01.02 01:00:04.651;1519,16;1519,17;1519,16;1519,17;0;;
2020.01.02 01:00:04.652;2020.01.02 01:00:04.653;1519,17;1519,18;1519,17;1519,18;0;;
2020.01.02 01:00:04.654;2020.01.02 01:00:04.655;1519,18;1519,19;1519,18;1519,19;0;;
2020.01.02 01:00:04.656;2020.01.02 01:00:04.657;1519,19;1519,2;1519,19;1519,2;0;;
2020.01.02 01:00:04.658;2020.01.02 01:00:04.659;1519,2;1519,21;1519,2;1519,21;0;;
2020.01.02 01:00:04.660;2020.01.02 01:00:04.661;1519,21;1519,22;1519,21;1519,22;0;;
2020.01.02 01:00:04.662;2020.01.02 01:00:04.663;1519,22;1519,23;1519,22;1519,23;0;;
2020.01.02 01:00:04.664;2020.01.02 01:00:04.665;1519,23;1519,24;1519,23;1519,24;0;;
2020.01.02 01:00:04.666;2020.01.02 01:00:04.667;1519,24;1519,25;1519,24;1519,25;0;;
2020.01.02 01:00:04.668;2020.01.02 01:00:04.669;1519,25;1519,26;1519,25;1519,26;0;;
2020.01.02 01:00:04.670;2020.01.02 01:00:04.671;1519,26;1519,27;1519,26;1519,27;0;;
2020.01.02 01:00:04.672;2020.01.02 01:00:04.673;1519,27;1519,28;1519,27;1519,28;0;;
2020.01.02 01:00:04.674;2020.01.02 01:00:04.675;1519,28;1519,29;1519,28;1519,29;0;;
2020.01.02 01:00:04.676;2020.01.02 01:00:04.677;1519,29;1519,3;1519,29;1519,3;0;;
2020.01.02 01:00:04.678;2020.01.02 01:00:04.679;1519,3;1519,31;1519,3;1519,31;0;;
2020.01.02 01:00:04.680;2020.01.02 01:00:04.681;1519,31;1519,32;1519,31;1519,32;0;;
2020.01.02 01:00:04.682;2020.01.02 01:00:04.683;1519,32;1519,33;1519,32;1519,33;0;;
2020.01.02 01:00:04.684;2020.01.02 01:00:04.685;1519,33;1519,34;1519,33;1519,34;0;;
2020.01.02 01:00:04.686;2020.01.02 01:00:04.687;1519,34;1519,35;1519,34;1519,35;0;;
2020.01.02 01:00:04.688;2020.01.02 01:00:04.689;1519,35;1519,36;1519,35;1519,36;0;;
2020.01.02 01:00:04.690;2020.01.02 01:00:04.691;1519,36;1519,37;1519,36;1519,37;0;;
2020.01.02 01:00:04.692;2020.01.02 01:00:04.693;1519,37;1519,38;1519,37;1519,38;0;;
2020.01.02 01:00:04.694;2020.01.02 01:00:04.695;1519,38;1519,39;1519,38;1519,39;0;;
2020.01.02 01:00:04.696;2020.01.02 01:00:04.697;1519,39;1519,4;1519,39;1519,4;0;;
2020.01.02 01:00:04.698;2020.01.02 01:00:04.699;1519,4;1519,41;1519,4;1519,41;0;;
2020.01.02 01:00:04.700;2020.01.02 01:00:04.701;1519,41;1519,42;1519,41;1519,42;0;;
2020.01.02 01:00:04.702;2020.01.02 01:00:04.703;1519,42;1519,43;1519,42;1519,43;0;;
2020.01.02 01:00:04.704;2020.01.02 01:00:04.705;1519,43;1519,44;1519,43;1519,44;0;;
2020.01.02 01:00:04.706;2020.01.02 01:00:04.707;1519,44;1519,45;1519,44;1519,45;0;;
2020.01.02 01:00:04.708;2020.01.02 01:00:04.709;1519,45;1519,46;1519,45;1519,46;0;;
2020.01.02 01:00:04.710;2020.01.02 01:00:04.711;1519,46;1519,47;1519,46;1519,47;0;;
2020.01.02 01:00:04.712;2020.01.02 01:00:04.713;1519,47;1519,48;1519,47;1519,48;0;;
2020.01.02 01:00:04.714;2020.01.02 01:00:04.715;1519,48;1519,49;1519,48;1519,49;0;;
2020.01.02 01:00:04.716;2020.01.02 01:00:04.717;1519,49;1519,5;1519,49;1519,5;0;;
2020.01.02 01:00:04.718;2020.01.02 01:00:04.719;1519,5;1519,51;1519,5;1519,51;0;;
2020.01.02 01:00:04.720;2020.01.02 01:00:04.721;1519,51;1519,52;1519,51;1519,52;0;;
2020.01.02 01:00:04.722;2020.01.02 01:00:04.723;1519,52;1519,53;1519,52;1519,53;0;;
2020.01.02 01:00:04.724;2020.01.02 01:00:04.725;1519,53;1519,54;1519,53;1519,54;0;;
2020.01.02 01:00:04.726;2020.01.02 01:00:04.727;1519,54;1519,55;1519,54;1519,55;0;;
2020.01.02 01:00:04.728;2020.01.02 01:00:04.729;1519,55;1519,56;1519,55;1519,56;0;;
2020.01.02 01:00:04.730;2020.01.02 01:00:04.731;1519,56;1519,57;1519,56;1519,57;0;;
2020.01.02 01:00:04.732;2020.01.02 01:00:04.733;1519,57;1519,58;1519,57;1519,58;0;;
2020.01.02 01:00:04.734;2020.01.02 01:00:04.735;1519,58;1519,59;1519,58;1519,59;0;;1519,592
2020.01.02 01:00:04.736;2020.01.02 01:00:04.808;1519,59;1519,6;1519,59;1519,6;0,00037;;
2020.01.02 01:00:04.809;2020.01.02 01:00:04.810;1519,6;1519,61;1519,6;1519,61;0;;
2020.01.02 01:00:04.811;2020.01.02 01:00:04.812;1519,61;1519,62;1519,61;1519,62;0;;
2020.01.02 01:00:04.813;2020.01.02 01:00:04.814;1519,62;1519,63;1519,62;1519,63;0;;
2020.01.02 01:00:04.815;2020.01.02 01:00:04.816;1519,63;1519,64;1519,63;1519,64;0;;
2020.01.02 01:00:04.817;2020.01.02 01:00:04.818;1519,64;1519,65;1519,64;1519,65;0;;
2020.01.02 01:00:04.819;2020.01.02 01:00:04.820;1519,65;1519,66;1519,65;1519,66;0;;
2020.01.02 01:00:04.821;2020.01.02 01:00:04.822;1519,66;1519,67;1519,66;1519,67;0;;
2020.01.02 01:00:04.823;2020.01.02 01:00:04.824;1519,67;1519,68;1519,67;1519,68;0;;
2020.01.02 01:00:04.825;2020.01.02 01:00:04.826;1519,68;1519,69;1519,68;1519,69;0;;
2020.01.02 01:00:04.827;2020.01.02 01:00:04.828;1519,69;1519,7;1519,69;1519,7;0;;
2020.01.02 01:00:04.829;2020.01.02 01:00:04.830;1519,7;1519,71;1519,7;1519,71;0;;
2020.01.02 01:00:04.831;2020.01.02 01:00:04.832;1519,71;1519,72;1519,71;1519,72;0;;
2020.01.02 01:00:04.833;2020.01.02 01:00:04.834;1519,72;1519,73;1519,72;1519,73;0;;
2020.01.02 01:00:04.835;2020.01.02 01:00:04.836;1519,73;1519,74;1519,73;1519,74;0;;1519,742
2020.01.02 01:00:04.837;2020.01.02 01:00:04.930;1519,74;1519,75;1519,74;1519,75;0,00037;;
2020.01.02 01:00:04.931;2020.01.02 01:00:04.932;1519,75;1519,76;1519,75;1519,76;0;;
2020.01.02 01:00:04.933;2020.01.02 01:00:04.934;1519,76;1519,77;1519,76;1519,77;0;;
2020.01.02 01:00:04.935;2020.01.02 01:00:04.936;1519,77;1519,78;1519,77;1519,78;0;;
2020.01.02 01:00:04.937;2020.01.02 01:00:04.938;1519,78;1519,79;1519,78;1519,79;0;;1519,792
2020.01.02 01:00:04.939;2020.01.02 01:00:05.216;1519,79;1519,8;1519,79;1519,8;0,00037;;
2020.01.02 01:00:05.217;2020.01.02 01:00:05.218;1519,8;1519,81;1519,8;1519,81;0;;
2020.01.02 01:00:05.219;2020.01.02 01:00:05.220;1519,81;1519,82;1519,81;1519,82;0;;
2020.01.02 01:00:05.221;2020.01.02 01:00:05.222;1519,82;1519,83;1519,82;1519,83;0;;
2020.01.02 01:00:05.223;2020.01.02 01:00:05.224;1519,83;1519,84;1519,83;1519,84;0;;
2020.01.02 01:00:05.225;2020.01.02 01:00:05.226;1519,84;1519,85;1519,84;1519,85;0;;
2020.01.02 01:00:05.227;2020.01.02 01:00:05.228;1519,85;1519,86;1519,85;1519,86;0;;
2020.01.02 01:00:05.229;2020.01.02 01:00:05.230;1519,86;1519,87;1519,86;1519,87;0;;
2020.01.02 01:00:05.231;2020.01.02 01:00:05.232;1519,87;1519,88;1519,87;1519,88;0;;
2020.01.02 01:00:05.233;2020.01.02 01:00:05.234;1519,88;1519,89;1519,88;1519,89;0;;
2020.01.02 01:00:05.235;2020.01.02 01:00:05.236;1519,89;1519,9;1519,89;1519,9;0;;
2020.01.02 01:00:05.237;2020.01.02 01:00:05.238;1519,9;1519,91;1519,9;1519,91;0;;1519,912
2020.01.02 01:00:05.239;2020.01.02 01:00:05.922;1519,9;1519,9;1519,89;1519,89;0,00074;;
2020.01.02 01:00:05.923;2020.01.02 01:00:05.924;1519,89;1519,89;1519,88;1519,88;0;;1519,872
2020.01.02 01:00:05.925;2020.01.02 01:00:06.348;1519,89;1519,9;1519,89;1519,9;0,00037;;
2020.01.02 01:00:06.349;2020.01.02 01:00:06.350;1519,9;1519,91;1519,9;1519,91;0;;
2020.01.02 01:00:06.351;2020.01.02 01:00:06.352;1519,91;1519,92;1519,91;1519,92;0;;
2020.01.02 01:00:06.353;2020.01.02 01:00:06.354;1519,92;1519,93;1519,92;1519,93;0;;
2020.01.02 01:00:06.355;2020.01.02 01:00:06.356;1519,93;1519,94;1519,93;1519,94;0;;
2020.01.02 01:00:06.357;2020.01.02 01:00:06.358;1519,94;1519,95;1519,94;1519,95;0;;
2020.01.02 01:00:06.359;2020.01.02 01:00:06.360;1519,95;1519,96;1519,95;1519,96;0;;
2020.01.02 01:00:06.361;2020.01.02 01:00:06.362;1519,96;1519,97;1519,96;1519,97;0;;
2020.01.02 01:00:06.363;2020.01.02 01:00:06.364;1519,97;1519,98;1519,97;1519,98;0;;
2020.01.02 01:00:06.365;2020.01.02 01:00:06.366;1519,98;1519,99;1519,98;1519,99;0;;
2020.01.02 01:00:06.367;2020.01.02 01:00:06.368;1519,99;1520;1519,99;1520;0;;
2020.01.02 01:00:06.369;2020.01.02 01:00:06.370;1520;1520,01;1520;1520,01;0;;
2020.01.02 01:00:06.371;2020.01.02 01:00:06.372;1520,01;1520,02;1520,01;1520,02;0;;
2020.01.02 01:00:06.373;2020.01.02 01:00:06.374;1520,02;1520,03;1520,02;1520,03;0;;
2020.01.02 01:00:06.375;2020.01.02 01:00:06.376;1520,03;1520,04;1520,03;1520,04;0;;
2020.01.02 01:00:06.377;2020.01.02 01:00:06.378;1520,04;1520,05;1520,04;1520,05;0;;
2020.01.02 01:00:06.379;2020.01.02 01:00:06.380;1520,05;1520,06;1520,05;1520,06;0;;
2020.01.02 01:00:06.381;2020.01.02 01:00:06.382;1520,06;1520,07;1520,06;1520,07;0;;
2020.01.02 01:00:06.383;2020.01.02 01:00:06.384;1520,07;1520,08;1520,07;1520,08;0;;
2020.01.02 01:00:06.385;2020.01.02 01:00:06.386;1520,08;1520,09;1520,08;1520,09;0;;
2020.01.02 01:00:06.387;2020.01.02 01:00:06.388;1520,09;1520,1;1520,09;1520,1;0;;
2020.01.02 01:00:06.389;2020.01.02 01:00:06.390;1520,1;1520,11;1520,1;1520,11;0;;
2020.01.02 01:00:06.391;2020.01.02 01:00:06.392;1520,11;1520,12;1520,11;1520,12;0;;
2020.01.02 01:00:06.393;2020.01.02 01:00:06.394;1520,12;1520,13;1520,12;1520,13;0;;
2020.01.02 01:00:06.395;2020.01.02 01:00:06.396;1520,13;1520,14;1520,13;1520,14;0;;
2020.01.02 01:00:06.397;2020.01.02 01:00:06.398;1520,14;1520,15;1520,14;1520,15;0;;
2020.01.02 01:00:06.399;2020.01.02 01:00:06.400;1520,15;1520,16;1520,15;1520,16;0;;
2020.01.02 01:00:06.401;2020.01.02 01:00:06.402;1520,16;1520,17;1520,16;1520,17;0;;
2020.01.02 01:00:06.403;2020.01.02 01:00:06.404;1520,17;1520,18;1520,17;1520,18;0;;
2020.01.02 01:00:06.405;2020.01.02 01:00:06.406;1520,18;1520,19;1520,18;1520,19;0;;
2020.01.02 01:00:06.407;2020.01.02 01:00:06.408;1520,19;1520,2;1520,19;1520,2;0;;
2020.01.02 01:00:06.409;2020.01.02 01:00:06.410;1520,2;1520,21;1520,2;1520,21;0;;
2020.01.02 01:00:06.411;2020.01.02 01:00:06.412;1520,21;1520,22;1520,21;1520,22;0;;
2020.01.02 01:00:06.413;2020.01.02 01:00:06.414;1520,22;1520,23;1520,22;1520,23;0;;1520,232
2020.01.02 01:00:06.415;2020.01.02 01:00:06.736;1520,23;1520,24;1520,23;1520,24;0,00037;;
2020.01.02 01:00:06.737;2020.01.02 01:00:06.738;1520,24;1520,25;1520,24;1520,25;0;;
2020.01.02 01:00:06.739;2020.01.02 01:00:06.740;1520,25;1520,26;1520,25;1520,26;0;;
2020.01.02 01:00:06.741;2020.01.02 01:00:06.742;1520,26;1520,27;1520,26;1520,27;0;;
2020.01.02 01:00:06.743;2020.01.02 01:00:06.744;1520,27;1520,28;1520,27;1520,28;0;;1520,282
2020.01.02 01:00:06.745;2020.01.02 01:00:07.027;1520,28;1520,29;1520,28;1520,29;0,00037;;
2020.01.02 01:00:07.028;2020.01.02 01:00:07.029;1520,29;1520,3;1520,29;1520,3;0;;
2020.01.02 01:00:07.030;2020.01.02 01:00:07.031;1520,3;1520,31;1520,3;1520,31;0;;
2020.01.02 01:00:07.032;2020.01.02 01:00:07.033;1520,31;1520,32;1520,31;1520,32;0;;
2020.01.02 01:00:07.034;2020.01.02 01:00:07.035;1520,32;1520,33;1520,32;1520,33;0;;
2020.01.02 01:00:07.036;2020.01.02 01:00:07.037;1520,33;1520,34;1520,33;1520,34;0;;
2020.01.02 01:00:07.038;2020.01.02 01:00:07.039;1520,34;1520,35;1520,34;1520,35;0;;
2020.01.02 01:00:07.040;2020.01.02 01:00:07.041;1520,35;1520,36;1520,35;1520,36;0;;
2020.01.02 01:00:07.042;2020.01.02 01:00:07.043;1520,36;1520,37;1520,36;1520,37;0;;
2020.01.02 01:00:07.044;2020.01.02 01:00:07.045;1520,37;1520,38;1520,37;1520,38;0;;
2020.01.02 01:00:07.046;2020.01.02 01:00:07.047;1520,38;1520,39;1520,38;1520,39;0;;
2020.01.02 01:00:07.048;2020.01.02 01:00:07.049;1520,39;1520,4;1520,39;1520,4;0;;
2020.01.02 01:00:07.050;2020.01.02 01:00:07.051;1520,4;1520,41;1520,4;1520,41;0;;
2020.01.02 01:00:07.052;2020.01.02 01:00:07.053;1520,41;1520,42;1520,41;1520,42;0;;
2020.01.02 01:00:07.054;2020.01.02 01:00:07.055;1520,42;1520,43;1520,42;1520,43;0;;
2020.01.02 01:00:07.056;2020.01.02 01:00:07.057;1520,43;1520,44;1520,43;1520,44;0;;
2020.01.02 01:00:07.058;2020.01.02 01:00:07.059;1520,44;1520,45;1520,44;1520,45;0;;
2020.01.02 01:00:07.060;2020.01.02 01:00:07.061;1520,45;1520,46;1520,45;1520,46;0;;
2020.01.02 01:00:07.062;2020.01.02 01:00:07.063;1520,46;1520,47;1520,46;1520,47;0;;
2020.01.02 01:00:07.064;2020.01.02 01:00:07.065;1520,47;1520,48;1520,47;1520,48;0;;1520,482
2020.01.02 01:00:07.066;2020.01.02 01:00:07.139;1520,48;1520,49;1520,48;1520,49;0,00037;;
2020.01.02 01:00:07.140;2020.01.02 01:00:07.141;1520,49;1520,5;1520,49;1520,5;0;;
2020.01.02 01:00:07.142;2020.01.02 01:00:07.143;1520,5;1520,51;1520,5;1520,51;0;;
2020.01.02 01:00:07.144;2020.01.02 01:00:07.145;1520,51;1520,52;1520,51;1520,52;0;;
2020.01.02 01:00:07.146;2020.01.02 01:00:07.147;1520,52;1520,53;1520,52;1520,53;0;;
